Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Concrete,Mt/yr,143.0841411,140.2012221,159.9543757,179.9394126,201.3178989,222.9563643,241.6410876,257.0068526,252.7445406,247.293042,241.8410105,236.2735443,230.2815702,224.8193389,220.0148421,216.249942,212.9221754,208.7734169
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Copper,Mt/yr,0.097771002,0.095534286,0.108741707,0.122088452,0.136383712,0.150841437,0.163268794,0.173429926,0.170367535,0.166526241,0.162723132,0.158866408,0.154732237,0.150964671,0.147649709,0.145041919,0.142735432,0.139889046
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Glass,Mt/yr,0.808994305,0.78655922,0.891571064,0.997454176,1.111132019,1.22593063,1.323751919,1.402845998,1.375299688,1.341804309,1.309192406,1.276508796,1.241715331,1.210023415,1.182123119,1.160027184,1.140462689,1.116741414
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Steel,Mt/yr,12.57541795,12.30620236,14.02504586,15.76313365,17.62347292,19.50575981,21.12773238,22.45810581,22.0745977,21.58857393,21.10479224,20.61236521,20.08337848,19.60122464,19.17706592,18.84408581,18.54967926,18.18436964
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Wood,Mt/yr,10.2882723,10.0799154,11.49908162,12.9348448,14.47078753,16.02536313,17.36750584,18.47100994,18.163936,17.7714896,17.37915869,16.97862841,16.54762483,16.15473015,15.80914162,15.53829113,15.29888254,15.00052579
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.537721917,0.527289624,0.60196072,0.677532066,0.758345599,0.840159029,0.910890199,0.969145956,0.953353693,0.933041624,0.912669472,0.891825444,0.869367062,0.848892525,0.830885039,0.816789257,0.804332335,0.788758277
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Cement,Mt/yr,50.46986784,49.41191184,56.33475203,63.33644016,70.82907677,78.41107829,84.94935676,90.31719875,88.79068351,86.849893,84.9148486,82.94297596,80.82331052,78.89121273,77.19160402,75.85819885,74.67938412,73.21422922
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Concrete,Mt/yr,323.5247939,316.7430246,361.1202053,406.0028215,454.0325434,502.6351172,544.5471587,578.9564023,569.1710481,556.7300833,544.3259526,531.6857433,518.0981443,505.7129021,494.8179745,486.2705055,478.7140008,469.3219822
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Copper,Mt/yr,0.148152848,0.145777952,0.166894397,0.188294678,0.211146105,0.234301444,0.254425947,0.27111013,0.267039667,0.261660859,0.256193336,0.250548513,0.244435272,0.238859959,0.233958439,0.230140653,0.226769529,0.222500087
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Glass,Mt/yr,3.18548439,3.133898189,3.587361508,4.04689021,4.537613343,5.034841244,5.466878527,5.824947566,5.737133432,5.621254135,5.503542887,5.382068928,5.250548111,5.130602525,5.025150611,4.942994146,4.870446612,4.778625373
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Steel,Mt/yr,27.99164511,27.19814257,30.8128651,34.45649838,38.36959821,42.32049631,45.68319176,48.39802252,47.43522014,46.26875279,45.13534476,44.00108777,42.79464428,41.69581498,40.7283823,39.96157725,39.2825297,38.46101809
MESSAGE-buildings,LED,max,MEA,Material Demand|Residential|Buildings|Wood,Mt/yr,13.79845843,13.55432393,15.49608617,17.46263917,19.56403361,21.69242763,23.5375041,25.06230317,24.67030143,24.15934163,23.6434346,23.11318705,22.5403984,22.01810844,21.55884565,21.20024327,20.88346548,20.48483555
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.971772211,0.638413013,0.653429062,0.654149657,0.651056595,0.654415449,0.659882263,0.674671041,0.710024679,0.747836475,0.767568494,0.776257273,0.775506025,0.76605176,0.752161368,0.737021717,0.717826653,0.692153472
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Cement,Mt/yr,32.78395481,21.55381322,22.06077831,22.08510671,21.98068014,22.09190105,22.27368937,22.76991758,23.96042347,25.2346199,25.89990371,26.19352484,26.16944735,25.85234071,25.38591826,24.87745238,24.23200443,23.36758133
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,210.1535565,138.1654694,141.4152456,141.5711969,140.9017958,141.6147503,142.78006,145.9610101,153.5924582,161.760384,166.0250238,167.9072105,167.7528676,165.7201328,162.7302453,159.4708486,155.3333617,149.792188
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.195136891,0.130266902,0.133330896,0.133477932,0.132846799,0.133252799,0.134011933,0.136636779,0.143454784,0.150864018,0.154774952,0.156583066,0.156594612,0.154932651,0.152423795,0.149677148,0.146094661,0.141156499
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Glass,Mt/yr,0.956443437,0.606385396,0.620648127,0.621332571,0.618394681,0.624548012,0.633520117,0.651732749,0.689511013,0.728673313,0.748638777,0.756518484,0.754056657,0.742243158,0.725597874,0.707584452,0.685807536,0.658236265
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Steel,Mt/yr,12.4324949,7.968566615,8.155994474,8.164988823,8.126381728,8.195167348,8.297666744,8.520022684,8.9993601,9.500760344,9.758142476,9.863211355,9.837985461,9.694291474,9.489622113,9.26771384,8.995988589,8.646656979
MESSAGE-buildings,LED,ref,NAM,Material Demand|Residential|Buildings|Wood,Mt/yr,13.80771102,9.096882616,9.310849484,9.321117395,9.277043695,9.321422693,9.394878838,9.600711747,10.09953956,10.63451156,10.91423964,11.03848645,11.02983628,10.89845035,10.70457963,10.49312129,10.22377255,9.861694126
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.484189744,0.306677194,0.313890518,0.314236673,0.312750846,0.315904712,0.320495694,0.329765493,0.348930997,0.368783046,0.378897781,0.382877645,0.381607896,0.375593249,0.367126214,0.357964684,0.346901031,0.332911969
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Cement,Mt/yr,27.51926652,17.97198641,18.39470371,18.4149892,18.32791631,18.43691063,18.60922544,19.0458453,20.06154541,21.14181182,21.70325015,21.94602971,21.91636171,21.63640611,21.22855635,20.7846539,20.22701852,19.4887658
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,176.4055546,115.2050411,117.9147674,118.0448026,117.486643,118.1853246,119.2899066,122.0887519,128.5996501,135.5244347,139.1233984,140.6796777,140.4894981,138.694911,136.0804894,133.2349609,129.6603751,124.9279859
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.146754794,0.096832259,0.099109841,0.099219138,0.098749993,0.099202695,0.099959484,0.102122797,0.107404694,0.11307765,0.1160471,0.117372132,0.117291674,0.115911962,0.113871235,0.111644503,0.108800965,0.104967976
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Glass,Mt/yr,0.866367432,0.545650438,0.558484627,0.559100518,0.556456884,0.56250103,0.571221382,0.588322843,0.623035818,0.658831471,0.677006595,0.684033208,0.681518732,0.670403492,0.654834605,0.638003537,0.617801065,0.592446
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Steel,Mt/yr,14.61913665,9.467769959,9.69046043,9.701146972,9.655276352,9.723492412,9.828041703,10.07323617,10.6236125,11.20453811,11.50476568,11.63130383,11.60930384,11.4514959,11.22405965,10.97696902,10.67028546,10.26975875
MESSAGE-buildings,LED,min,NAM,Material Demand|Residential|Buildings|Wood,Mt/yr,13.44816279,8.829772487,9.037456683,9.0474231,9.004643528,9.051787237,9.128275347,9.333783503,9.823727972,10.34745,10.62064398,10.74073023,10.7299339,10.59851575,10.40559881,10.19536143,9.929054937,9.573234109
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.721505246,0.475356997,0.486537822,0.487074371,0.484771303,0.487088926,0.490925587,0.501679406,0.527743639,0.555697032,0.570313627,0.576806312,0.576355123,0.569490898,0.559361825,0.548313799,0.534240671,0.515321791
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Cement,Mt/yr,66.77007139,43.75968445,44.78895162,44.83834442,44.6263321,44.87078776,45.26365254,46.29734063,48.74079206,51.34817205,52.70656601,53.30034227,53.24045523,52.57881435,51.61013362,50.55495142,49.22221784,47.44716753
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,428.0132782,280.5107978,287.1086642,287.4252848,286.0662314,287.6332549,290.1516188,296.7778246,312.4409748,329.154949,337.8626026,341.6688607,341.2849695,337.0436817,330.8341899,324.0702014,315.5270375,304.1485098
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.24334314,0.163460756,0.1673055,0.167490002,0.166698048,0.167072982,0.167853961,0.170958529,0.179323256,0.188473035,0.19332499,0.195610778,0.195704639,0.193747829,0.190756391,0.187474812,0.183140392,0.177088565
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Glass,Mt/yr,5.036370453,3.375536448,3.454932104,3.458742168,3.442387953,3.451125856,3.468523086,3.534033174,3.708178793,3.898216638,3.998822604,4.045899786,4.047250752,4.005889903,3.942955854,3.873969267,3.783270781,3.657227605
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Steel,Mt/yr,27.40504987,17.0329431,17.43357325,17.45279882,17.37027551,17.59092124,17.90391828,18.4827064,19.61160316,20.76403689,21.34458964,21.55990451,21.46254803,21.08500066,20.56175803,19.99715631,19.32826797,18.5024084
MESSAGE-buildings,LED,max,NAM,Material Demand|Residential|Buildings|Wood,Mt/yr,19.457438,12.91295032,13.21667454,13.23124975,13.1686875,13.2190507,13.30720732,13.58162504,14.27180824,15.01735147,15.40920752,15.58716586,15.5823406,15.40791988,15.14743816,14.862765,14.49553972,13.99515582
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.161076711,0.081771174,0.077052522,0.072634065,0.069521162,0.067606025,0.065927628,0.064431437,0.064588954,0.064076499,0.060882259,0.057957231,0.055926228,0.054472361,0.051495225,0.0491022,0.046668253,0.044283569
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Cement,Mt/yr,12.70411648,6.607976708,6.226659679,5.869601606,5.618046037,5.463282722,5.327650438,5.206742335,5.219471397,5.178059617,4.919931233,4.683557988,4.51943146,4.397411584,4.15131336,3.951186742,3.748647197,3.55158813
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Concrete,Mt/yr,81.43664412,42.35882505,39.91448512,37.62565132,36.01311562,35.02104309,34.15160537,33.37655343,33.45814998,33.19268985,31.53802073,30.02280762,28.97071449,28.1885358,26.61098308,25.32812014,24.02978973,22.76659057
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Copper,Mt/yr,0.040562832,0.021047823,0.019833247,0.01869594,0.017894682,0.017401728,0.01696971,0.016584591,0.016625136,0.016493231,0.015671037,0.014918137,0.014395359,0.014008113,0.013225957,0.012590615,0.011947307,0.011320989
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Glass,Mt/yr,0.431505155,0.21824384,0.205649956,0.193857281,0.185549071,0.180437652,0.17595808,0.171964808,0.172385214,0.171017494,0.162492202,0.154685424,0.149264763,0.145407623,0.137489961,0.131137563,0.124671374,0.118328999
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Steel,Mt/yr,7.656242032,4.021241897,3.789193862,3.571908458,3.418825929,3.324645704,3.242107547,3.168529695,3.176275884,3.151075011,2.993992636,2.850149212,2.750271065,2.674932653,2.523852271,2.400453214,2.275799628,2.154839806
MESSAGE-buildings,LED,ref,PAO,Material Demand|Residential|Buildings|Wood,Mt/yr,5.616749889,2.959570659,2.788786962,2.62886833,2.516202,2.44688684,2.386140057,2.331987917,2.337688991,2.319141545,2.203531393,2.0976649,2.024156158,1.968445511,1.85693303,1.765722206,1.673639904,1.584363093
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.199891951,0.100195649,0.094413803,0.088999791,0.085185496,0.082838845,0.080782276,0.078948966,0.079141975,0.078514055,0.074600097,0.071016009,0.068527386,0.0667825,0.063179047,0.060301248,0.057366092,0.054479203
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Cement,Mt/yr,10.32702935,5.344946914,5.036513734,4.74770272,4.544228765,4.419046467,4.309338551,4.211540477,4.221836543,4.188340092,3.97954963,3.788356092,3.65560024,3.557644364,3.359486786,3.198715306,3.035845831,2.877163983
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Concrete,Mt/yr,66.19890612,34.26248022,32.28534445,30.4339918,29.12967157,28.32722094,27.62396507,26.99705434,27.06305476,26.84833392,25.50993353,24.28433392,23.43333487,22.80541259,21.53517171,20.5045853,19.4605502,18.44335887
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Copper,Mt/yr,0.044273309,0.02260209,0.021297824,0.020076533,0.019216106,0.01868675,0.01822283,0.017809273,0.017852812,0.017711166,0.016828257,0.01601976,0.015458377,0.015052904,0.014225605,0.013558777,0.01288135,0.012218737
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Glass,Mt/yr,0.352183958,0.175095547,0.164991559,0.155530376,0.148864757,0.1447639,0.141169969,0.137966194,0.138303484,0.137206171,0.130366387,0.124103063,0.119754103,0.116746396,0.110499779,0.105532549,0.100456893,0.095451838
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Steel,Mt/yr,5.761037681,2.963184083,2.792191872,2.63207799,2.519274104,2.449874314,2.389053363,2.334835108,2.340543142,2.321973051,2.206221748,2.100225999,2.026627508,1.972841361,1.863617001,1.775260226,1.685637844,1.598165126
MESSAGE-buildings,LED,min,PAO,Material Demand|Residential|Buildings|Wood,Mt/yr,4.756108025,2.460366073,2.318389259,2.185444848,2.091782474,2.034159025,1.983658685,1.938640639,1.943380086,1.927961124,1.831851476,1.743841978,1.682732298,1.63767653,1.546503854,1.47255009,1.397623697,1.324613384
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.250229026,0.129981366,0.122480718,0.115457252,0.11050906,0.107464808,0.104796871,0.102418563,0.102668949,0.101854363,0.096776882,0.092127332,0.088898902,0.086503573,0.081668626,0.077739275,0.073761504,0.069889932
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Cement,Mt/yr,23.20229097,11.96069102,11.27049259,10.6242038,10.16887858,9.888751049,9.643251419,9.42440312,9.44744321,9.372486301,8.905264037,8.477419406,8.180344103,7.962489746,7.520700247,7.162937587,6.800214385,6.44641638
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Concrete,Mt/yr,148.7326344,76.67109629,72.24674737,68.10387049,65.1851191,63.3894298,61.81571422,60.41284051,60.5605334,60.08004039,57.08502588,54.34243209,52.43810322,51.04160094,48.20961697,45.91626658,43.59111785,41.32318193
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Copper,Mt/yr,0.070742167,0.037328375,0.03517432,0.033157303,0.031736269,0.030862013,0.030095828,0.02941282,0.029484726,0.029250792,0.027792628,0.026457358,0.02553021,0.024826086,0.023417831,0.022265239,0.021101944,0.019974516
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Glass,Mt/yr,1.519167898,0.801023129,0.754799637,0.711516831,0.681023105,0.662262598,0.645821167,0.63116461,0.632707635,0.627687672,0.596397186,0.567743871,0.547848349,0.532754975,0.502555295,0.477846289,0.452904373,0.42872674
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Steel,Mt/yr,12.12366001,6.006079317,5.659495118,5.33496021,5.106317955,4.965651487,4.842373471,4.732478462,4.744048079,4.706408353,4.471791977,4.25694914,4.107772321,4.005228286,3.791719574,3.622265951,3.44896971,3.277888235
MESSAGE-buildings,LED,max,PAO,Material Demand|Residential|Buildings|Wood,Mt/yr,6.506024984,3.406989053,3.210386826,3.026292208,2.896593344,2.81679934,2.746869053,2.684530367,2.69109331,2.669741922,2.536654198,2.414783148,2.33016159,2.266610939,2.138948657,2.034815275,1.929563826,1.827349381
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.58725422,0.508938245,0.576184487,0.638963262,0.695812605,0.744656916,0.785972799,0.820610271,0.805503554,0.788075746,0.767208308,0.746526413,0.72455577,0.704070866,0.684182051,0.664488019,0.645315454,0.625358908
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Cement,Mt/yr,46.83537761,40.70595086,46.14324429,51.23687237,55.86814858,59.86553302,63.26598434,66.13289983,64.98789525,63.65097256,62.02882741,60.41434985,58.6881106,57.07509865,55.50490959,53.94559277,52.42466795,50.83472633
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Concrete,Mt/yr,300.2267796,260.9355824,295.7900275,328.4414896,358.1291575,383.7534168,405.5511816,423.928845,416.5890721,408.0190549,397.6206885,387.2714734,376.2058372,365.866017,355.8007025,345.8050819,336.0555638,325.8636303
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Copper,Mt/yr,0.153460473,0.132625497,0.149961817,0.166091226,0.180639475,0.193088951,0.203564012,0.212300871,0.208164753,0.203438059,0.197849081,0.192326586,0.186496648,0.181067055,0.175805512,0.170609055,0.165557752,0.160327595
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Glass,Mt/yr,0.976464728,0.842494342,0.952879464,1.055818844,1.148870207,1.228580382,1.29575706,1.351859865,1.32628149,1.296937559,1.26193747,1.227349134,1.190688758,1.156602019,1.12357858,1.090933677,1.059200472,1.026194039
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Steel,Mt/yr,21.24276507,18.36706831,20.78945652,23.05250434,25.10263147,26.86317223,28.35161323,29.59861198,29.05623074,28.43046426,27.67904577,26.93496006,26.14362118,25.40703026,24.69246071,23.98498248,23.29657164,22.57870862
MESSAGE-buildings,LED,ref,PAS,Material Demand|Residential|Buildings|Wood,Mt/yr,13.9834514,12.22890715,13.88501694,15.44037641,16.85935747,18.08947497,19.14170584,20.03365174,19.706803,19.32077701,18.84698771,18.37332637,17.86391831,17.3863948,16.92013059,16.45568478,16.00168456,15.52525439
MESSAGE-buildings,LED,min,PAS,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.645675681,0.552282502,0.622959258,0.688497936,0.747311895,0.797230621,0.838805973,0.873110378,0.854880522,0.834325981,0.810262079,0.786651368,0.761872896,0.738947191,0.716848454,0.695115818,0.674068394,0.652324036
MESSAGE-buildings,LED,min,PAS,Material Demand|Residential|Buildings|Cement,Mt/yr,30.13742529,26.16294382,29.64698015,32.90839631,35.87092885,38.42452038,40.59333271,42.41884611,41.67335443,40.80585683,39.75619419,38.7129791,37.59910772,36.55940652,35.54825983,34.54490509,33.56688051,32.54499248
